,dataset_type,recall,precision,auroc,auprc,iteration,model_type,resampler_type,group,f1
1,train,0.0410958904109589,0.18,0.526932428163259,0.06612062839732635,29,DT,OneSidedSelection,DT_OneSidedSelection,0.06691449814126393
2,val,0.0,0.0,0.5091553893637227,0.06520313711876767,29,DT,OneSidedSelection,DT_OneSidedSelection,0.0
3,test,0.0,0.0,0.5448382312883993,0.06865430512328737,29,DT,OneSidedSelection,DT_OneSidedSelection,0.0
0,artificial_train,0.42391304347826086,0.7959183673469388,0.47013855709507885,0.5672816203850382,0,NB,OneSidedSelection,NB_OneSidedSelection,0.553191489361702
1,train,0.867579908675799,0.07401636151149202,0.6959524813545264,0.18755816539746578,0,NB,OneSidedSelection,NB_OneSidedSelection,0.1363962670495334
2,val,0.8541666666666666,0.0762081784386617,0.7154113247863247,0.2963235762549387,0,NB,OneSidedSelection,NB_OneSidedSelection,0.13993174061433447
3,test,0.9574468085106383,0.07880910683012259,0.752292606155988,0.24922794879778926,0,NB,OneSidedSelection,NB_OneSidedSelection,0.14563106796116504
0,artificial_train,0.6739130434782609,0.5849056603773585,0.5457920792079207,0.6387568603076736,1,NB,OneSidedSelection,NB_OneSidedSelection,0.6262626262626263
1,train,0.3287671232876712,0.1437125748502994,0.6003515466801385,0.11939655056603828,1,NB,OneSidedSelection,NB_OneSidedSelection,0.19999999999999998
2,val,0.4166666666666667,0.2222222222222222,0.5609864672364673,0.15697541385072003,1,NB,OneSidedSelection,NB_OneSidedSelection,0.2898550724637681
3,test,0.3404255319148936,0.13793103448275862,0.6885687479192518,0.15452071975854395,1,NB,OneSidedSelection,NB_OneSidedSelection,0.19631901840490795
0,artificial_train,0.6344086021505376,0.6941176470588235,0.4981915933528837,0.5068123095446841,2,NB,OneSidedSelection,NB_OneSidedSelection,0.6629213483146066
1,train,0.0684931506849315,0.0797872340425532,0.7044781146186914,0.23125369347133637,2,NB,OneSidedSelection,NB_OneSidedSelection,0.07371007371007371
2,val,0.0625,0.12,0.6688034188034186,0.18247435371728685,2,NB,OneSidedSelection,NB_OneSidedSelection,0.0821917808219178
3,test,0.0,0.0,0.7861747525801277,0.25664038312152154,2,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.48936170212765956,0.7796610169491526,0.4025120686572502,0.4477536353830104,3,NB,OneSidedSelection,NB_OneSidedSelection,0.6013071895424836
1,train,0.0502283105022831,0.08870967741935484,0.7184258613659106,0.2641290997015679,3,NB,OneSidedSelection,NB_OneSidedSelection,0.0641399416909621
2,val,0.020833333333333332,0.05555555555555555,0.6907941595441595,0.2244616708002778,3,NB,OneSidedSelection,NB_OneSidedSelection,0.030303030303030304
3,test,0.0,0.0,0.8040616204110045,0.30165570163351646,3,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.4631578947368421,0.7857142857142857,0.39428453947368425,0.43986889234220233,4,NB,OneSidedSelection,NB_OneSidedSelection,0.5827814569536424
1,train,0.0684931506849315,0.10135135135135136,0.6763056702558943,0.20819330442324127,4,NB,OneSidedSelection,NB_OneSidedSelection,0.08174386920980925
2,val,0.041666666666666664,0.10526315789473684,0.617818138651472,0.14476170478384257,4,NB,OneSidedSelection,NB_OneSidedSelection,0.05970149253731344
3,test,0.0,0.0,0.7375382101025998,0.22568022479689193,4,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.4329896907216495,0.8235294117647058,0.39270012128562765,0.41028552810538854,5,NB,OneSidedSelection,NB_OneSidedSelection,0.5675675675675675
1,train,0.0502283105022831,0.10185185185185185,0.7088202588864347,0.2313560276277083,5,NB,OneSidedSelection,NB_OneSidedSelection,0.0672782874617737
2,val,0.020833333333333332,0.09090909090909091,0.6791607312440645,0.1905725532168606,5,NB,OneSidedSelection,NB_OneSidedSelection,0.03389830508474576
3,test,0.0,0.0,0.7908053630338064,0.26947490232957483,5,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.4948453608247423,0.8135593220338984,0.44199265640446267,0.37967736654427386,6,NB,OneSidedSelection,NB_OneSidedSelection,0.6153846153846154
1,train,0.0273972602739726,0.08333333333333333,0.7239078185039366,0.30898863106027225,6,NB,OneSidedSelection,NB_OneSidedSelection,0.041237113402061855
2,val,0.0,0.0,0.7073539886039887,0.36857580159092934,6,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.8118701007838747,0.38240254819562164,6,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.3917525773195876,0.8260869565217391,0.4289915411049432,0.3659874789195364,7,NB,OneSidedSelection,NB_OneSidedSelection,0.5314685314685315
1,train,0.045662100456621,0.12658227848101267,0.7053618523142098,0.25567395396799986,7,NB,OneSidedSelection,NB_OneSidedSelection,0.06711409395973154
2,val,0.020833333333333332,0.1111111111111111,0.6766381766381766,0.22807638055837276,7,NB,OneSidedSelection,NB_OneSidedSelection,0.03508771929824561
3,test,0.0,0.0,0.7942253563754124,0.31924450187985276,7,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.30303030303030304,0.8333333333333334,0.4015151515151515,0.33557757207259864,8,NB,OneSidedSelection,NB_OneSidedSelection,0.4444444444444444
1,train,0.0228310502283105,0.13513513513513514,0.7079337377651038,0.2578648240931665,8,NB,OneSidedSelection,NB_OneSidedSelection,0.0390625
2,val,0.0,0.0,0.714565527065527,0.30045551399332254,8,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7945280106534306,0.3340132856254798,8,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.2828282828282828,0.9333333333333333,0.3732439335887612,0.2991467313649522,9,NB,OneSidedSelection,NB_OneSidedSelection,0.43410852713178294
1,train,0.0228310502283105,0.16666666666666666,0.6997643830049587,0.2581028028054837,9,NB,OneSidedSelection,NB_OneSidedSelection,0.040160642570281124
2,val,0.0,0.0,0.704059829059829,0.30486138678553687,9,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7882933325262553,0.33671657474521743,9,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.2871287128712871,0.9354838709677419,0.33260798607333264,0.2777086320663755,10,NB,OneSidedSelection,NB_OneSidedSelection,0.43939393939393945
1,train,0.0228310502283105,0.1724137931034483,0.7018227263934178,0.25937862208551143,10,NB,OneSidedSelection,NB_OneSidedSelection,0.04032258064516129
2,val,0.0,0.0,0.7079475308641975,0.31645339817859236,10,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7893223570715173,0.336605750396312,10,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.4056603773584906,0.5972222222222222,0.41090707294924833,0.3006453428901156,11,NB,OneSidedSelection,NB_OneSidedSelection,0.4831460674157304
1,train,0.0410958904109589,0.09574468085106383,0.6843901305287535,0.25861709929998805,11,NB,OneSidedSelection,NB_OneSidedSelection,0.05750798722044728
2,val,0.020833333333333332,0.1,0.6844729344729344,0.3361778568374905,11,NB,OneSidedSelection,NB_OneSidedSelection,0.034482758620689655
3,test,0.0,0.0,0.773886988892588,0.3545784215236527,11,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.2830188679245283,1.0,0.2706876735944833,0.24989926360924958,12,NB,OneSidedSelection,NB_OneSidedSelection,0.4411764705882353
1,train,0.0228310502283105,0.2,0.6959956244546225,0.2584681096603314,12,NB,OneSidedSelection,NB_OneSidedSelection,0.040983606557377046
2,val,0.0,0.0,0.7015075973409307,0.3265711603402536,12,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7830271480887383,0.3340293300895838,12,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.2882882882882883,0.9696969696969697,0.29355097671929353,0.2578123918282382,13,NB,OneSidedSelection,NB_OneSidedSelection,0.4444444444444445
1,train,0.0319634703196347,0.30434782608695654,0.6968668367339839,0.2662369355405691,13,NB,OneSidedSelection,NB_OneSidedSelection,0.05785123966942148
2,val,0.0,0.0,0.6983915004748338,0.35043375833581897,13,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7852365243182712,0.3646323294509979,13,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.3620689655172414,0.6086956521739131,0.41348075962018993,0.30056936978069926,14,NB,OneSidedSelection,NB_OneSidedSelection,0.4540540540540541
1,train,0.0410958904109589,0.10112359550561797,0.6832753684907849,0.27583588155458566,14,NB,OneSidedSelection,NB_OneSidedSelection,0.05844155844155843
2,val,0.020833333333333332,0.1,0.6781517094017093,0.37811989499238535,14,NB,OneSidedSelection,NB_OneSidedSelection,0.034482758620689655
3,test,0.0,0.0,0.7728276989195243,0.39247739907405693,14,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.25,1.0,0.28591291911647865,0.24900665897652946,15,NB,OneSidedSelection,NB_OneSidedSelection,0.4
1,train,0.0273972602739726,0.35294117647058826,0.7052407732913593,0.2770505899894428,15,NB,OneSidedSelection,NB_OneSidedSelection,0.05084745762711864
2,val,0.0,0.0,0.7040895061728395,0.38549822896741104,15,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7934081898247631,0.3829906609670597,15,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.3220338983050847,0.95,0.3056120527306968,0.2503842798357424,16,NB,OneSidedSelection,NB_OneSidedSelection,0.48101265822784806
1,train,0.0365296803652968,0.4,0.7003224598803962,0.28514341097935614,16,NB,OneSidedSelection,NB_OneSidedSelection,0.06694560669456066
2,val,0.0,0.0,0.6949192782526116,0.39413401508585366,16,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7893828879271209,0.4019136408154658,16,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.23333333333333334,1.0,0.2942954220314735,0.24312923311155749,17,NB,OneSidedSelection,NB_OneSidedSelection,0.37837837837837834
1,train,0.0228310502283105,0.3125,0.7085321743148248,0.2817663745562866,17,NB,OneSidedSelection,NB_OneSidedSelection,0.0425531914893617
2,val,0.0,0.0,0.7058107787274454,0.39089703887044003,17,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7961018128991253,0.39051680549652157,17,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.35772357723577236,0.8979591836734694,0.33306233062330626,0.2521314204881295,18,NB,OneSidedSelection,NB_OneSidedSelection,0.5116279069767442
1,train,0.0365296803652968,0.38095238095238093,0.6981332954787423,0.29869553221485995,18,NB,OneSidedSelection,NB_OneSidedSelection,0.06666666666666667
2,val,0.0,0.0,0.6878264482431149,0.40446311923740025,18,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7884143942374626,0.42781552431917047,18,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.3064516129032258,0.9743589743589743,0.26175670423630004,0.22874826341208654,19,NB,OneSidedSelection,NB_OneSidedSelection,0.4662576687116564
1,train,0.0319634703196347,0.3888888888888889,0.7044307963798764,0.29542406262331744,19,NB,OneSidedSelection,NB_OneSidedSelection,0.0590717299578059
2,val,0.0,0.0,0.6951566951566951,0.39756298763131276,19,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7934989861081685,0.417777217993796,19,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.32558139534883723,1.0,0.29545870719648415,0.2416993910907243,20,NB,OneSidedSelection,NB_OneSidedSelection,0.49122807017543857
1,train,0.0319634703196347,0.4117647058823529,0.7042512654149601,0.2970928044398977,20,NB,OneSidedSelection,NB_OneSidedSelection,0.05932203389830508
2,val,0.0,0.0,0.694414767331434,0.4050470542116624,20,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7926515541297176,0.4237168926691164,20,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.43283582089552236,0.43609022556390975,0.43816631130063965,0.31475701624466923,21,NB,OneSidedSelection,NB_OneSidedSelection,0.43445692883895126
1,train,0.045662100456621,0.06666666666666667,0.6591542003983082,0.2723780155932159,21,NB,OneSidedSelection,NB_OneSidedSelection,0.05420054200542005
2,val,0.020833333333333332,0.037037037037037035,0.6477029914529914,0.38394773215877254,21,NB,OneSidedSelection,NB_OneSidedSelection,0.02666666666666667
3,test,0.0,0.0,0.7554553433612784,0.4355395121616533,21,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.4074074074074074,0.625,0.44291044776119404,0.28635523944614927,22,NB,OneSidedSelection,NB_OneSidedSelection,0.4932735426008968
1,train,0.045662100456621,0.14084507042253522,0.6763710807624916,0.2431863022574925,22,NB,OneSidedSelection,NB_OneSidedSelection,0.06896551724137931
2,val,0.020833333333333332,0.14285714285714285,0.6820394112060779,0.3409200729483983,22,NB,OneSidedSelection,NB_OneSidedSelection,0.03636363636363636
3,test,0.0,0.0,0.7631427620229413,0.33525624909481005,22,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.19852941176470587,0.9,0.28345986409004037,0.23308992582061422,23,NB,OneSidedSelection,NB_OneSidedSelection,0.3253012048192771
1,train,0.0136986301369863,0.23076923076923078,0.6996739216660474,0.2537194945803441,23,NB,OneSidedSelection,NB_OneSidedSelection,0.02586206896551724
2,val,0.0,0.0,0.7060185185185185,0.3474138955415265,23,NB,OneSidedSelection,NB_OneSidedSelection,0.0
3,test,0.0,0.0,0.7847522774734421,0.3457956191186376,23,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.36879432624113473,1.0,0.3074292037623862,0.2422165445012091,24,NB,OneSidedSelection,NB_OneSidedSelection,0.5388601036269429
1,train,0.0365296803652968,0.47058823529411764,0.6894030804173469,0.25796697089101384,24,NB,OneSidedSelection,NB_OneSidedSelection,0.06779661016949153
2,val,0.020833333333333332,1.0,0.6925451092117759,0.3621445452706147,24,NB,OneSidedSelection,NB_OneSidedSelection,0.04081632653061225
3,test,0.0,0.0,0.7756423837050936,0.35499749678328524,24,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.38620689655172413,1.0,0.31342193486590036,0.24511443893242307,25,NB,OneSidedSelection,NB_OneSidedSelection,0.5572139303482587
1,train,0.0365296803652968,0.47058823529411764,0.6922616587269446,0.26281742705731076,25,NB,OneSidedSelection,NB_OneSidedSelection,0.06779661016949153
2,val,0.020833333333333332,1.0,0.6931386514719848,0.36906898068390237,25,NB,OneSidedSelection,NB_OneSidedSelection,0.04081632653061225
3,test,0.0,0.0,0.7791531733301049,0.36805983497612965,25,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.39864864864864863,1.0,0.3333715071003207,0.25031483408547933,26,NB,OneSidedSelection,NB_OneSidedSelection,0.5700483091787439
1,train,0.0365296803652968,0.47058823529411764,0.6923326360851673,0.26363665486115584,26,NB,OneSidedSelection,NB_OneSidedSelection,0.06779661016949153
2,val,0.020833333333333332,1.0,0.6921296296296297,0.3757825942203813,26,NB,OneSidedSelection,NB_OneSidedSelection,0.04081632653061225
3,test,0.0,0.0,0.7794255621803213,0.3694849912913453,26,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.4066666666666667,1.0,0.2797249724972497,0.2339701177845981,27,NB,OneSidedSelection,NB_OneSidedSelection,0.5781990521327014
1,train,0.0365296803652968,0.47058823529411764,0.6982738584822814,0.2690499926238622,27,NB,OneSidedSelection,NB_OneSidedSelection,0.06779661016949153
2,val,0.020833333333333332,1.0,0.6974418328584997,0.3866795710086068,27,NB,OneSidedSelection,NB_OneSidedSelection,0.04081632653061225
3,test,0.0,0.0,0.7850851971792622,0.37703113228374546,27,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.43312101910828027,1.0,0.36427500936680407,0.26444901743483196,28,NB,OneSidedSelection,NB_OneSidedSelection,0.6044444444444445
1,train,0.0365296803652968,0.47058823529411764,0.6938983131047862,0.26603061500414843,28,NB,OneSidedSelection,NB_OneSidedSelection,0.06779661016949153
2,val,0.020833333333333332,0.5,0.6916251187084519,0.37612282622909216,28,NB,OneSidedSelection,NB_OneSidedSelection,0.039999999999999994
3,test,0.0,0.0,0.7805756484367906,0.37330166328644515,28,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,0.43670886075949367,1.0,0.2931685754470565,0.24059009577686108,29,NB,OneSidedSelection,NB_OneSidedSelection,0.6079295154185022
1,train,0.0365296803652968,0.47058823529411764,0.6975418174935529,0.2699042782948635,29,NB,OneSidedSelection,NB_OneSidedSelection,0.06779661016949153
2,val,0.020833333333333332,1.0,0.6949192782526116,0.38809775370754046,29,NB,OneSidedSelection,NB_OneSidedSelection,0.04081632653061225
3,test,0.0,0.0,0.7849036046124512,0.3785022371435429,29,NB,OneSidedSelection,NB_OneSidedSelection,0.0
0,artificial_train,1.0,0.9292929292929293,0.4687052078356426,0.5829876398556022,0,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9633507853403142
1,train,0.1232876712328767,0.1875,0.38071002409055044,0.05195931665638536,0,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.1487603305785124
2,val,0.14583333333333334,0.28,0.31339031339031337,0.045638270022334504,0,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.1917808219178082
3,test,0.1276595744680851,0.18181818181818182,0.3766229835658727,0.053443621842927544,0,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.14999999999999997
0,artificial_train,1.0,0.9245283018867925,0.4674543501611171,0.5401138168744875,1,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9607843137254902
1,train,0.1963470319634703,0.2866666666666667,0.39281027195461904,0.05076021740755045,1,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.23306233062330622
2,val,0.1875,0.36,0.3458867521367521,0.04787982000273991,1,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.24657534246575344
3,test,0.2553191489361702,0.32432432432432434,0.3519566599073878,0.04729067823110976,1,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.28571428571428575
0,artificial_train,1.0,0.9259259259259259,0.4999029126213592,0.5357999281448926,2,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9615384615384615
1,train,0.2009132420091324,0.2913907284768212,0.45838430481852754,0.06908200102215856,2,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.23783783783783782
2,val,0.20833333333333334,0.38461538461538464,0.4233291785375119,0.07097901627715218,2,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2702702702702703
3,test,0.2765957446808511,0.3333333333333333,0.429436155080052,0.06465246160801638,2,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3023255813953488
0,artificial_train,1.0,0.9107142857142857,0.5494612259318141,0.5467343634781214,3,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9532710280373832
1,train,0.2054794520547945,0.2980132450331126,0.4109227195740245,0.05315737196351367,3,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.24324324324324323
2,val,0.25,0.42857142857142855,0.3664084757834758,0.050140590262225095,3,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3157894736842105
3,test,0.2765957446808511,0.3333333333333333,0.3851880996337883,0.050825071859190316,3,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3023255813953488
0,artificial_train,1.0,0.8956521739130435,0.5521844660194175,0.5344113975080849,4,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.944954128440367
1,train,0.2100456621004566,0.304635761589404,0.4032933494215345,0.0519117099003314,4,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2486486486486486
2,val,0.25,0.42857142857142855,0.3555021367521367,0.048918194290129835,4,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3157894736842105
3,test,0.2765957446808511,0.34210526315789475,0.3797100572016585,0.050013651872274995,4,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3058823529411765
0,artificial_train,1.0,0.8898305084745762,0.5526041666666668,0.5189881627395572,5,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9417040358744395
1,train,0.2146118721461187,0.31125827814569534,0.4601128122481869,0.06678434021216996,5,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.25405405405405407
2,val,0.25,0.42857142857142855,0.4114434947768282,0.06292478535945759,5,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3157894736842105
3,test,0.2765957446808511,0.35135135135135137,0.4255924457492206,0.06082564192571774,5,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.30952380952380953
0,artificial_train,0.9904761904761905,0.9122807017543859,0.4608695652173913,0.4672443542212307,6,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9497716894977168
1,train,0.2146118721461187,0.31543624161073824,0.4709904403240464,0.08858445105135263,6,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2554347826086957
2,val,0.25,0.48,0.43879095441595445,0.12255126670872356,6,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3287671232876712
3,test,0.2765957446808511,0.3611111111111111,0.4401198510940951,0.0791631918162717,6,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3132530120481928
0,artificial_train,1.0,0.8842975206611571,0.4379080783510434,0.4432057415322609,7,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9385964912280702
1,train,0.2146118721461187,0.31125827814569534,0.4403003873137018,0.05906427247315942,7,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.25405405405405407
2,val,0.25,0.5,0.4085054605887939,0.05818142992582693,7,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3333333333333333
3,test,0.2765957446808511,0.3333333333333333,0.4104294664205078,0.05527454635603046,7,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3023255813953488
0,artificial_train,1.0,0.8359375,0.44335609872993054,0.45666817668659243,8,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9106382978723404
1,train,0.2146118721461187,0.31333333333333335,0.3977863414511947,0.051800987568291074,8,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2547425474254743
2,val,0.25,0.4444444444444444,0.3410938983855651,0.04743543074612086,8,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.32
3,test,0.2765957446808511,0.3611111111111111,0.3754728973094035,0.049750684663978806,8,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3132530120481928
0,artificial_train,0.9907407407407407,0.7753623188405797,0.5313692480359147,0.4432255298418814,9,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8699186991869918
1,train,0.2146118721461187,0.31543624161073824,0.4972304913164073,0.12144148231279894,9,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2554347826086957
2,val,0.25,0.5217391304347826,0.458244301994302,0.14483636320585414,9,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3380281690140845
3,test,0.2765957446808511,0.35135135135135137,0.46763112496595144,0.10764140286842411,9,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.30952380952380953
0,artificial_train,0.9907407407407407,0.8359375,0.5074074074074075,0.4634859606155399,10,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9067796610169491
1,train,0.2146118721461187,0.3197278911564626,0.41047528387464005,0.052960665895545316,10,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2568306010928962
2,val,0.25,0.46153846153846156,0.35266797245963916,0.04847795835802108,10,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.32432432432432434
3,test,0.2765957446808511,0.35135135135135137,0.3868829635906903,0.051047333829623634,10,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.30952380952380953
0,artificial_train,1.0,0.7346938775510204,0.5347847847847848,0.4212419180582578,11,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8470588235294119
1,train,0.2146118721461187,0.31543624161073824,0.4724698311434731,0.07679625739961665,11,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2554347826086957
2,val,0.25,0.46153846153846156,0.4412838319088319,0.07833205036667323,11,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.32432432432432434
3,test,0.2765957446808511,0.35135135135135137,0.44862443630640725,0.07034053981249905,11,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.30952380952380953
0,artificial_train,1.0,0.7785714285714286,0.5552113874964532,0.4623945392729345,12,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8755020080321285
1,train,0.2146118721461187,0.31333333333333335,0.42459490716579057,0.0548195942746229,12,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.2547425474254743
2,val,0.25,0.5,0.39547720797720803,0.05360515688163997,12,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3333333333333333
3,test,0.2765957446808511,0.37142857142857144,0.4150903423019885,0.05484708394031412,12,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3170731707317073
0,artificial_train,0.9818181818181818,0.8120300751879699,0.5244066278549038,0.42526393903207405,13,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8888888888888888
1,train,0.2146118721461187,0.3219178082191781,0.4236151412797357,0.055749644319973875,13,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.25753424657534246
2,val,0.25,0.5217391304347826,0.38422958214624886,0.053113846564417685,13,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3380281690140845
3,test,0.2765957446808511,0.34210526315789475,0.3889107472534124,0.05171595849674304,13,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3058823529411765
0,artificial_train,0.9732142857142857,0.8861788617886179,0.4743568043331077,0.4039519367595643,14,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.9276595744680852
1,train,0.2146118721461187,0.33098591549295775,0.44733062506001764,0.061360674618045376,14,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.260387811634349
2,val,0.25,0.5454545454545454,0.39710944919278257,0.05677511749211818,14,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.34285714285714286
3,test,0.2765957446808511,0.35135135135135137,0.43131261160376505,0.06052639551565431,14,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.30952380952380953
0,artificial_train,0.9912280701754386,0.7847222222222222,0.5331250500680926,0.45581083891120633,15,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8759689922480621
1,train,0.2237442922374429,0.3202614379084967,0.3941470122011471,0.05144764007207866,15,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.26344086021505375
2,val,0.2708333333333333,0.52,0.32508309591642925,0.0459114709691633,15,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.35616438356164387
3,test,0.2765957446808511,0.34210526315789475,0.372824672376744,0.0492018839104396,15,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3058823529411765
0,artificial_train,0.9739130434782609,0.8235294117647058,0.515484363081617,0.38729251315274965,16,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8924302788844622
1,train,0.2237442922374429,0.34265734265734266,0.4859402203638216,0.09722406230507825,16,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.27071823204419887
2,val,0.22916666666666666,0.4782608695652174,0.4551282051282051,0.12368231921453605,16,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3098591549295775
3,test,0.2765957446808511,0.37142857142857144,0.46421113162434546,0.09348081447126479,16,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.3170731707317073
0,artificial_train,0.991304347826087,0.7402597402597403,0.6012605042016808,0.4340309488331573,17,SVM,RandomUnderSampler,SVM_RandomUnderSampler,0.8475836431226768
